	Country.Name	FSI	gdp_growth	employment	water_access	real_interest_rate	energy_use	death_rate	internet_users	net_flow_ext_debt	tax_rate	infant_deaths	electro_access	import_good_serv	urban_population	school_primary_enr	sanit_facil	tax_income	sci_articles	employment
88	Cambodia	88.7	5.963078575386961	82.099998474121	64.2	5.02405073343827	349.769479571466	6.122000000000001	1.26	312546000.0	22.6	13992	31.1	59.520935444235604	19.81	129.88815307617202	33.6	800395654196.0	22.4	82.099998474121
89	Korea, Rep.	41.3	6.49678516888552	58.0999984741211	97.6	2.2781903614354597	5059.50144145866	5.1	83.7	4168681745.762712	28.8	1753	99.7	46.2346005873669	81.936	103.24181365966801	100.0	74730072000000.0	24106.4	58.0999984741211
90	Kuwait	61.5	-2.3670619439377405	66.40000152587889	99.0	-5.62590035028875	10525.556198731	2.983	61.4	4168681745.762712	10.7	672	94.1	30.3545138773425	98.26299999999999	105.25319197518485	100.0	1353034743860.0757	191.6	66.40000152587889
91	Lao PDR	88.7	8.52690551718889	76.5	67.5	11.4472090918447	2572.608479264877	6.407	7.0	-113466000.0	31.4	10840	66.0	37.908636028751296	33.123000000000005	123.18994140625	58.7	1620570808000.0	17.2	76.5
92	Lebanon	90.9	7.9960862787684	43.7999992370605	97.7	8.16417273190659	1471.53803091242	4.414	43.68	-122125000.0	30.2	427	99.9	61.8568935427574	87.18299999999999	103.403182983398	80.9	2049800000000.0	264.8	43.7999992370605
93	Liberia	91.7	6.0999460491908595	58.9000015258789	71.1	8.31372263666449	2572.608479264877	9.447000000000001	2.3	9806000.0	42.5	9298	4.1	82.1282751812786	47.801	105.25319197518485	15.6	982590.7403665291	1.8	58.9000015258789
94	Libya	69.1	5.02128973900766	43.2999992370605	86.4758620689655	-7.14873116194334	3281.07663042116	4.1739999999999995	14.0	4168681745.762712	46.589940828402376	2070	100.0	42.097484243531106	77.642	105.25319197518485	96.6	1353034743860.0757	33.3	43.2999992370605
95	Sri Lanka	95.7	8.015959405752241	52.2999992370605	91.1	2.7199417729416298	469.76768508207	6.986000000000001	12.0	3292629000.0	96.6	3369	85.1	30.684744608594	18.320999999999998	99.0498504638672	91.7	135622500000.0	131.2	52.2999992370605
96	Lesotho	82.2	7.867081634044549	49.4000015258789	80.8	8.64510542825822	2572.608479264877	16.031	3.86	27117000.0	14.2	4269	17.0	111.38634466139601	24.753	110.469383239746	28.5	1353034743860.0757	4.8	49.4000015258789
97	Lithuania	47.8	1.61893217977007	48.2999992370605	95.0	3.60284107294931	2275.92676417582	13.6	62.12	4168681745.762712	45.1	183	100.0	67.2829475774339	66.757	101.523788452148	90.5	1870400000.0	356.3	48.2999992370605
98	Luxembourg	27.3	5.14467318091263	54.5	100.0	5.02405073343827	8321.8917730046	7.4	90.62	4168681745.762712	20.0	11	100.0	147.059241874689	88.54700000000001	97.24195098876949	97.6	4863800982.4225	149.4	54.5
99	Latvia	55.4	-2.87360969587182	47.9000015258789	98.9	11.1413328499055	2213.6377830378697	14.3	68.42	4168681745.762712	37.5	180	100.0	54.43877635983149	67.692	106.031303405762	85.6	267745000.0	133.9	47.9000015258789
100	Morocco	77.0	3.64297476421523	45.5	83.5	5.02405073343827	527.337848361107	6.325	52.0	3107853000.0	49.6	19654	98.9	43.068016873660895	57.684	111.671752929688	73.8	62668090296.7348	350.4	45.5
101	Moldova	83.8	7.09407176187239	38.0	87.4	4.7560661512282305	955.9851152919181	13.862	32.3	513545000.0	30.4	697	98.6	78.545214851056	44.886	93.54077911376949	75.3	215600000.0	64.9	38.0
102	Madagascar	82.6	0.263110855703317	85.8000030517578	46.9	36.9555465743411	2572.608479264877	7.398	1.7	-64983000.0	37.7	30814	14.3	43.0485942737592	31.929000000000002	144.57731628418	11.4	490294000000.0	40.5	85.8000030517578
103	Maldives	78.3	7.196444634693179	58.0	98.3	9.891601739741631	2572.608479264877	3.4760000000000004	26.53	151795000.0	9.3	81	99.9	72.5926886624268	39.984	105.25319197518485	97.3	203300000.0	1.5	58.0
104	Mexico	76.1	5.11019873147265	58.0	94.1	0.7671033501404371	1486.02706672172	4.488	31.05	61008588000.0	50.5	33891	99.0	31.0748840108474	77.825	103.50412750244101	82.3	1353034743860.0757	3118.079651162792	58.0
105	Macedonia, FYR	72.7	3.35876011375913	37.7999992370605	99.4	7.29318555621437	1397.84905570724	9.417	51.9	109409000.0	8.1	187	99.0	58.091315722073794	56.992	90.09117889404301	90.8	96277000000.0	59.4	37.7999992370605
106	Mali	79.3	5.81931483040954	60.4000015258789	66.9	5.02405073343827	2572.608479264877	14.036	2.0	252581000.0	51.4	56161	16.6	39.8814145844674	35.996	90.3107070922852	22.4	204565000000.0	23.8	60.4000015258789
107	Malta	48.2	4.2999999999999305	47.2999992370605	100.0	3.1966032318249797	2048.02802358459	7.3	63.0	4168681745.762712	46.589940828402376	22	100.0	84.76564401252492	94.665	95.2353668212891	100.0	770180142.47	33.4	47.2999992370605
108	Myanmar	99.4	4.4309525049418985	75.6999969482422	78.1	5.02405073343827	270.86529833474	8.472999999999999	0.25	-3960000.0	46.589940828402376	44646	48.8	47.216126759295705	31.405	114.16488647460899	76.6	1353034743860.0757	7.5	75.6999969482422
109	Montenegro	57.3	2.46372841285111	40.7999992370605	98.9	7.78516384872651	1898.2884209302802	10.175	37.5	-686984000.0	28.1	52	100.0	63.113128673858796	63.096000000000004	111.155242919922	93.5	1353034743860.0757	25.9	40.7999992370605
110	Mongolia	60.1	6.36516168494001	57.2999992370605	62.9	-13.730174652913101	1265.75973298504	6.807	10.2	2925428000.0	24.4	1670	86.2	56.67104929862	67.567	125.67478179931601	56.5	813754434890.0	38.9	57.2999992370605
111	Mozambique	81.7	6.76781203912462	77.599998474121	48.5	6.54242189294476	406.98803529739195	15.023	4.17	288690000.0	37.5	69913	15.0	38.4407882484403	30.955	111.73249816894501	18.8	18434559038.6	24.1	77.599998474121
112	Mauritania	89.1	4.77369717040534	36.9000015258789	54.3	-1.5794114769461203	2572.608479264877	8.971	4.0	472543000.0	68.2	8596	18.2	61.1755104188786	56.681999999999995	97.10858154296879	35.7	1353034743860.0757	3.0	36.9000015258789
113	Mauritius	44.4	4.100201814727701	54.2000007629395	99.7	6.9684351780066	1053.4524952015402	7.3	28.33	492046000.0	27.2	189	100.0	63.7687602366547	40.579	107.248733520508	92.7	13976300000.0	24.8	54.2000007629395
114	Malawi	93.6	6.53336243655622	76.8000030517578	81.0	16.0557183890389	2572.608479264877	12.354000000000001	2.26	83263000.0	25.9	34380	8.7	44.94054884859901	15.54	137.688903808594	38.8	1353034743860.0757	55.1	76.8000030517578
115	Malaysia	69.2	7.42597049615486	57.0999984741211	97.3	0.847359743839511	2690.53976777681	4.623	56.3	14955331000.0	33.7	2911	99.3	76.3460913778161	70.91199999999999	105.25319197518485	95.4	72783848000.0	1607.7	57.0999984741211
116	Namibia	74.5	5.96378015673638	47.7000007629395	87.3	5.94129989371066	687.3009874441741	7.834	11.6	4168681745.762712	22.3	2399	43.7	60.7048922884727	41.61600000000001	107.48468017578101	32.2	6328554500.0	9.7	47.7000007629395
117	Niger	97.8	8.369239798490781	61.4000015258789	54.0	5.02405073343827	2572.608479264877	11.825	0.83	309288000.0	46.7	52273	9.3	49.091934924651	17.559	64.7818984985352	9.5	1353034743860.0757	12.7	61.4000015258789
118	Nigeria	100.2	7.83973947709084	51.4000015258789	63.4	-42.310182907600996	752.5170842051609	14.061	24.0	827447000.0	31.6	513166	48.0	17.3872692718379	43.48	84.8048782348633	30.5	1177200000000.0	493.7	51.4000015258789
119	Nicaragua	82.5	3.1912987809361804	57.5999984741211	85.0	6.77436853424983	515.479313915871	4.638	10.0	1137831000.0	63.2	2878	73.0	57.934962308829604	57.255	116.735733032227	64.7	8350745000.0	13.7	57.5999984741211
120	Netherlands	27.9	1.07050384833023	61.7000007629395	100.0	0.5818656560837779	5020.99847888049	8.2	90.72	4168681745.762712	39.4	634	100.0	63.5910323160922	87.061	108.55029296875	97.8	63581000000.0	15506.2	61.7000007629395
121	Norway	18.7	0.60193444078449	63.2999992370605	100.0	5.02405073343827	6621.37807582837	8.5	93.39	4168681745.762712	40.7	168	100.0	28.5897897717028	79.102	98.87750244140629	98.1	381490000000.0	4460.9	63.2999992370605
122	Nepal	95.4	4.8164146502244005	81.3000030517578	87.0	-6.206793610237121	379.92194496856104	6.95	7.93	32779000.0	31.7	22799	76.3	36.402369602288395	16.822	141.053726196289	37.9	33821327000.0	57.7	81.3000030517578
123	New Zealand	23.9	1.4414758449665002	63.2999992370605	100.0	3.09612183190635	4203.83800307996	6.51	80.46	4168681745.762712	34.7	342	100.0	28.215578923980104	86.165	101.22135925293001	70.45574712643679	33988458000.0	3400.9	63.2999992370605
124	Oman	48.7	4.80285205653912	54.9000015258789	91.7	-7.61041607210088	7580.6066214250095	2.842	35.8278	4168681745.762712	21.6	699	94.1	32.6864056484947	75.161	105.25319197518485	96.7	272600000.0	120.0	54.9000015258789
125	Pakistan	102.5	1.60669195949077	51.2999992370605	90.5	2.8797991758717503	496.342291995413	7.074	8.0	4661337000.0	33.8	382955	91.4	19.3526587348244	36.598	94.8090667724609	54.8	536000000000.0	1109.6	51.2999992370605
126	Panama	59.3	5.85187379276681	61.2000007629395	93.1	2.605525150218	1024.59545709909	4.887	40.1	125347000.0	43.8	1287	87.87328000000001	69.1074855713002	65.115	102.167198181152	72.3	1353034743860.0757	82.0	61.2000007629395
127	Peru	76.9	8.45074688025393	72.9000015258789	84.6	12.2332871781901	654.019262982829	5.341	34.77	2973704000.0	37.1	9855	85.0	23.4525360538518	76.915	107.250831604004	72.0	25801716448.79	147.1	72.9000015258789
128	Philippines	87.1	7.63226391622599	60.0	90.1	3.3104957968579103	435.27733162629096	5.995	25.0	4880467000.0	43.8	56575	83.3	36.616198316390204	45.255	105.25319197518485	70.5	489221000000.0	221.7	60.0
129	Papua New Guinea	83.9	7.67433165077584	70.599998474121	39.1	0.512584814127968	2572.608479264877	7.771	1.28	2657089000.0	42.1	10372	14.5	47.216126759295705	13.019	105.25319197518485	19.0	1353034743860.0757	15.5	70.599998474121
130	Poland	49.0	3.7098103874690898	50.5999984741211	97.6	5.02405073343827	2645.02712392786	9.9	62.32	4168681745.762712	40.1	2267	100.0	42.285528229938706	60.891999999999996	98.2926483154297	94.3	58032000000.0	7157.2	50.5999984741211
131	Korea, Dem. Rep.	97.8	4.4309525049418985	74.6999969482422	99.7	5.02405073343827	771.2954581427831	9.089	0.0	4168681745.762712	46.589940828402376	8283	26.0	47.216126759295705	60.21	105.25319197518485	79.9	1353034743860.0757	12.3	74.6999969482422
132	Portugal	33.1	1.8986750387770701	55.2000007629395	99.6	5.02405073343827	2222.58060549886	10.0	53.3	4168681745.762712	42.6	296	100.0	37.4315983233461	60.567	112.09860992431601	99.0	13479020000.0	4171.5	55.2000007629395
133	Paraguay	72.1	13.093003676317599	65.90000152587889	90.3	18.789286974925197	774.155430131708	5.612	19.8	1993858000.0	35.0	2941	97.0	51.4866409390372	58.486999999999995	97.4769287109375	82.7	2095599821827.0	11.0	65.90000152587889
134	West Bank and Gaza	84.6	2.33746235197574	31.100000381469698	69.5	-6.354320316255451	2572.608479264877	3.528	37.4	4168681745.762712	16.5	2772	94.1	59.062503506075295	74.13600000000001	90.48065185546879	91.6	1353034743860.0757	3118.079651162792	31.100000381469698
135	Qatar	51.8	16.7289753614936	86.0	100.0	-2.12774150373175	15882.3667681858	1.462	69.0	4168681745.762712	11.3	136	94.1	23.7506073538111	98.655	105.25319197518485	98.3	62726320000.0	104.4	86.0
136	Romania	60.2	-0.939655979770862	52.0	96.9	8.13401348142971	1730.19139599398	12.8	39.93	10982125000.0	44.0	2626	100.0	41.151223435549	53.82899999999999	96.7256927490234	77.5	28241000655.0	1544.9	52.0
137	Russian Federation	79.0	4.50372562493008	58.4000015258789	96.3	-2.9516238945304503	4925.08097108586	14.2	43.0	4168681745.762712	46.5	16884	100.0	21.1399447023288	73.687	105.25319197518485	72.3	267300000000.0	13500.4	58.4000015258789
138	Rwanda	88.7	7.312669274751741	85.6999969482422	73.1	13.6724352933154	2572.608479264877	7.869	8.0	56979000.0	35.2	16288	10.8	27.956665663557	23.951999999999998	122.198036193848	57.2	159319167020.0	13.4	85.6999969482422
139	Saudi Arabia	77.5	4.76182900560309	48.7000007629395	97.0	5.02405073343827	6600.03000286893	3.292	41.0	4168681745.762712	14.5	9260	94.1	33.0674148828955	82.084	100.91446685791	100.0	1353034743860.0757	1003.2	48.7000007629395
140	Sudan	111.8	3.46933524449415	45.5	54.9	5.02405073343827	361.641329170291	8.624	16.7	668947000.0	36.1	64615	29.0	17.2321111736094	33.08	70.7908096313477	22.5	1353034743860.0757	79.3	45.5
141	Senegal	74.6	4.266247625949959	68.599998474121	74.8	5.02405073343827	303.198994257143	7.916	8.0	254382000.0	45.5	22643	56.5	40.2448825567441	42.23	84.4131622314453	45.1	326262287852.0	61.0	68.599998474121
142	Singapore	34.8	15.240377035941501	65.099998474121	100.0	5.428484037961	5004.78893769575	4.4	71.0	4168681745.762712	23.2	113	100.0	172.84036442362301	100.0	105.25319197518485	100.0	18645800000.0	4377.3	65.099998474121
143	Solomon Islands	88.6	6.895556837853411	63.9000015258789	80.4	8.75045229208417	2572.608479264877	6.0920000000000005	5.0	27904000.0	26.2	452	19.2	82.3129062038405	20.048	105.25319197518485	28.3	1353034743860.0757	2.9	63.9000015258789
144	Sierra Leone	93.6	5.346644565307001	64.90000152587889	57.4	3.47600983563272	2572.608479264877	17.883	0.58	83332000.0	235.2	23695	12.1	34.4728354187073	38.241	105.25319197518485	12.6	303025786567.0	6.0	64.90000152587889
145	El Salvador	78.1	1.36478366726978	57.5	90.1	5.02405073343827	698.287234863553	6.5089999999999995	15.9	423221000.0	34.8	1961	92.0	42.8442033214587	64.286	113.216728210449	71.0	1043400000.0	5.0	57.5
146	Somalia	114.3	4.4309525049418985	52.2000007629395	31.4	5.02405073343827	2572.608479264877	13.037	31.998567045454536	0.0	46.589940828402376	42129	29.1	47.216126759295705	37.259	105.25319197518485	23.3	1353034743860.0757	0.4	52.2000007629395
147	Serbia	77.8	0.584478087925319	41.9000015258789	99.3	10.7864952997769	2130.7202038117002	14.2	40.9	1201161000.0	33.3	600	100.0	47.92145644273089	55.208	95.89575958251949	96.6	105066457000.0	1165.3	41.9000015258789
148	Sao Tome and Principe	75.8	4.51141089542372	58.538823621413286	95.3	15.335148159654699	2572.608479264877	7.1160000000000005	18.75	22224000.0	39.5	228	56.9	59.9480986377774	61.907	128.647384643555	33.0	168095027475.529	1.0	58.538823621413286
149	Suriname	72.5	5.157261794634611	50.2000007629395	93.9	4.08755624162637	2572.608479264877	7.232	31.59	4168681745.762712	27.9	223	100.0	47.216126759295705	66.344	105.25319197518485	79.6	722318164.77	1.3	50.2000007629395
150	Slovak Republic	48.8	4.82731404485905	50.5	100.0	5.02405073343827	3306.80554391156	9.9	75.71	4168681745.762712	47.4	423	100.0	77.91009463722399	54.685	102.87976837158199	98.8	1986533460.43	1050.9	50.5
151	Slovenia	36.0	1.22181915296107	55.0	99.5	5.02405073343827	3532.2981787899203	9.1	70.0	4168681745.762712	34.6	60	100.0	62.769329313410395	50.04	98.2181930541992	99.1	1350070238.47	1151.4	55.0
152	Sweden	20.9	5.98892713335566	58.0	100.0	5.02405073343827	5427.92504600599	9.6	90.0	4168681745.762712	52.1	278	100.0	40.7176546323658	85.056	101.448539733887	99.3	121387000000.0	9418.5	58.0
153	Swaziland	82.8	1.68081691052113	43.7000007629395	70.4	15.1353004006413	2572.608479264877	14.447000000000001	11.04	176649000.0	36.5	2158	35.2	74.96333374116641	21.491999999999997	115.772827148438	56.5	1353034743860.0757	9.5	43.7000007629395
154	Seychelles	67.9	5.94543085598693	58.538823621413286	95.7	17.6487300095441	2572.608479264877	7.4	41.0	151204000.0	44.0	21	100.0	108.07806050323299	52.318999999999996	106.223960876465	98.4	1040310065.83	2.9	58.538823621413286
155	Syrian Arab Republic	87.9	4.4309525049418985	39.7999992370605	89.7	5.02405073343827	1045.33965760261	3.635	20.7	-430310000.0	39.7	7010	92.7	47.216126759295705	55.677	118.147186279297	94.6	1353034743860.0757	100.8	39.7999992370605
156	Chad	113.3	13.5501008595489	66.599998474121	49.7	5.02405073343827	2572.608479264877	15.431	1.7	310501000.0	75.8	50467	3.5	43.54510338574921	21.983	83.398811340332	11.6	1353034743860.0757	1.7	66.599998474121
157	Togo	88.1	3.99567877036402	75.1999969482422	59.8	5.02405073343827	487.452922936241	11.275	3.0	110157000.0	50.3	13972	27.9	57.309000965327705	37.533	131.42106628418	11.5	35970043324.0	11.6	75.1999969482422
158	Thailand	78.8	7.81051239474012	71.6999969482422	96.4	2.19152795110035	1760.70835696934	7.354	22.4	24830901000.0	36.9	9844	99.7	63.85577735617479	44.08	94.9236373901367	93.3	682859680000.0	2106.4	71.6999969482422
159	Tajikistan	89.2	6.50000000000479	59.5	69.7	9.725942322577641	287.002670642558	6.58	11.55	401040000.0	84.0	10244	100.0	52.610345249934205	26.516	100.44235992431601	93.7	1353034743860.0757	22.3	59.5
160	Turkmenistan	82.5	9.19780506924484	54.0	86.4758620689655	5.02405073343827	4497.1583668766	7.756	3.0	-137348000.0	46.589940828402376	5127	100.0	45.3487323056937	48.402	105.25319197518485	70.45574712643679	1353034743860.0757	1.3	54.0
161	Timor-Leste	98.2	9.36768149882906	37.0999984741211	68.2	6.3485032973641395	2572.608479264877	6.287999999999999	0.21	4168681745.762712	11.0	1597	38.0	115.84582441113501	29.506999999999998	116.523651123047	39.1	1353034743860.0757	3118.079651162792	37.0999984741211
162	Trinidad and Tobago	66.1	0.20823484388014898	60.0	95.0	1.2324128529948501	15102.089835441	9.201	48.5	4168681745.762712	35.0	423	99.0	31.7276177990518	9.092	106.097686767578	91.4	23071000000.0	53.4	60.0
163	Tunisia	67.5	3.2493988279893498	41.0	95.8	5.02405073343827	955.538963316931	5.7	36.8	202672000.0	62.3	2769	99.5	54.8118141761307	65.934	108.813827514648	89.0	5032700000.0	978.3	41.0
164	Turkey	77.1	9.1569529029472	42.7000007629395	98.6	5.02405073343827	1455.82805110677	5.751	39.82	29289549000.0	43.3	21461	100.0	26.7597786009026	70.715	102.41883087158199	92.9	64103996000.0	7950.0	42.7000007629395
165	Tanzania	81.2	6.35888608129918	86.599998474121	55.2	4.8509885717101	443.225755925301	9.597000000000001	2.9	1255003000.0	44.4	75614	14.8	29.129983813000802	28.114	101.67852783203101	13.1	1627349000000.0	131.9	86.599998474121
166	Uganda	97.5	5.17034297440237	74.5	72.5	6.5017741055539	2572.608479264877	10.238999999999999	12.5	237347000.0	36.6	70749	14.6	28.477181721847	14.492	117.44805908203101	18.0	1303071893873.0	153.6	74.5
167	Ukraine	69.5	4.2000000155834005	53.9000015258789	96.7	1.86194550474709	2886.9958165015996	15.2	23.3	20691031000.0	55.5	5815	99.8	53.5644379249729	68.686	102.362892150879	95.6	39969200000.0	1682.1	53.9000015258789
168	Uruguay	41.3	7.80340966844247	60.7000007629395	98.9	5.165714028728741	1212.53942165958	9.323	46.4	4168681745.762712	41.9	529	99.0	25.349342729724697	94.414	112.035766601563	95.5	43604967875.3363	237.1	60.7000007629395
169	United States	35.3	2.53192038046484	57.4000015258789	99.1	2.00417241743129	7161.51259845346	8.0	71.69	4168681745.762712	46.5	25466	100.0	15.804137988550401	80.77199999999999	99.4575729370117	99.9	1208300000000.0	3118.079651162792	57.4000015258789
170	Uzbekistan	90.5	8.50000000075197	54.0999984741211	87.3	5.02405073343827	1508.8554183121898	4.9	20.0	719160000.0	95.9	26340	100.0	28.513373020261803	36.191	93.0378875732422	100.0	1353034743860.0757	124.7	54.0999984741211
171	Venezuela, RB	78.7	-1.4887912507834802	59.2999992370605	92.7	-18.9085587466056	2595.5031677923803	5.18	37.37	-3194444000.0	51.9	8541	100.0	17.606486536001	88.76899999999999	102.513931274414	93.0	1353034743860.0757	341.6	59.2999992370605
172	Vietnam	76.6	6.42323821717497	74.599998474121	91.3	0.9465968565652659	677.674391050528	5.61	30.65	7554491000.0	32.9	30865	96.0	80.2150125033135	30.392	104.913848876953	69.7	1353034743860.0757	389.6	74.599998474121
173	Samoa	71.1	0.47915871283746003	58.538823621413286	97.6	9.119711897118679	2572.608479264877	5.584	7.0	71608000.0	18.4	89	99.6	54.0122395405701	20.078	110.755928039551	91.7	78532.43482000001	0.0	58.538823621413286
174	Yemen, Rep.	100.0	3.3174651962658595	39.5	54.6	8.82796842842882	353.893265047958	7.49	12.35	22450000.0	49.3	33821	44.8	47.216126759295705	31.732	91.99561309814449	52.7	1353034743860.0757	20.9	39.5
175	South Africa	67.9	3.03974708500712	38.7000007629395	91.1	3.2743515957472598	2808.75833362734	13.901	24.0	4413030000.0	30.1	47579	82.7	27.373752430228702	62.218	104.376136779785	63.5	379941232665.1	2971.8	38.7000007629395
176	Zambia	83.9	10.2982058108767	69.099998474121	61.4	6.11265696611967	594.708911603636	11.874	10.0	875837000.0	14.3	30036	18.5	30.8749969655163	38.725	111.396728515625	42.8	6682524119.120999	43.3	69.099998474121
177	Zimbabwe	110.2	11.3759212337497	81.5	77.9	5.02405073343827	651.593968382621	11.627	11.5	666203000.0	37.0	27907	36.9	62.0155268427186	33.196	105.25319197518485	37.7	1353034743860.0757	70.0	81.5
